1	2	3	4	5	6	7	8	9	10	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	1	2	3	4	5	6	7	8	9	10
Q0045	0	0	0	0	0	0	0	0	0.000694444444444444	0.000694444444444444	0.0361111111111111	0.0138888888888889	0.0423611111111111	0.0159722222222222	0.0173611111111111	0.0118055555555556	0.0138888888888889	0.0201388888888889	0.0222222222222222	0.00347222222222222	0.0166666666666667	0.0125	0.0118055555555556	0.0118055555555556	0.0305555555555556	0	0.0208333333333333	0.00694444444444444	0.0208333333333333	0.0145833333333333	0	0.00972222222222222	0.00763888888888889	0.00694444444444444	0.0201388888888889	0.00694444444444444	0.00486111111111111	0.00486111111111111	0.00138888888888889	0.0236111111111111	0.00763888888888889	0.01875	0	0	0	0.00694444444444444	0	0	0	0	0	0.0229166666666667	0.0541666666666667	0.0319444444444444	0.00625	0.0201388888888889	0	0.0104166666666667	0.00347222222222222	0.00902777777777778	0.00416666666666667	0.0173611111111111	0.00208333333333333	0.00277777777777778	0.00277777777777778	0.00555555555555556	0.000694444444444444	0	0.00486111111111111	0.000694444444444444	0.00972222222222222	0.0138888888888889	0	0	0	0	0	0	0	0	0	0.00625	0.00972222222222222	0	0.00833333333333333	0.00277777777777778	0.00138888888888889	0.0770833333333333	0.107638888888889	0.0986111111111111	0	0	0.000694444444444444	0	0	0	0	0	0	0
Q0085	0	0	0	0.00862068965517241	0.0431034482758621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103448275862069	0.0431034482758621	0	0.120689655172414	0	0	0	0	0	0	0	0.00862068965517241	0	0.0258620689655172	0.0172413793103448	0.00862068965517241	0	0.00862068965517241	0	0	0.0258620689655172	0	0	0	0.0517241379310345	0.00862068965517241	0.00862068965517241	0	0	0	0.00862068965517241	0.0862068965517241	0.146551724137931	0	0	0	0	0	0	0.0344827586206897	0.0344827586206897	0	0.0172413793103448	0	0	0.00862068965517241	0.0431034482758621	0	0	0.0258620689655172	0.00862068965517241	0	0	0	0.0603448275862069	0.0344827586206897	0.00862068965517241	0	0	0	0	0	0	0	0	0	0	0	0
Q0105	0	0	0	0	0	0	0	0	0	0	0.0493273542600897	0.0112107623318386	0.062780269058296	0.0538116591928251	0.0582959641255605	0.00224215246636771	0.015695067264574	0.0112107623318386	0.00448430493273543	0.0112107623318386	0.00672645739910314	0.0112107623318386	0.00896860986547085	0.00672645739910314	0	0.00448430493273543	0	0.00224215246636771	0	0	0	0	0	0.00896860986547085	0	0	0	0	0	0.0269058295964126	0.00672645739910314	0.00448430493273543	0.00672645739910314	0.015695067264574	0.00672645739910314	0	0.00896860986547085	0.0560538116591928	0.0179372197309417	0.0179372197309417	0	0.00224215246636771	0	0	0.00448430493273543	0.00672645739910314	0	0	0.00448430493273543	0.00672645739910314	0.0493273542600897	0.0336322869955157	0	0.0134529147982063	0.0381165919282511	0	0	0	0.00224215246636771	0.0112107623318386	0.00448430493273543	0	0	0	0	0	0	0.100896860986547	0	0	0	0	0	0	0	0.00672645739910314	0.0762331838565022	0.0448430493273543	0.0672645739910314	0.0291479820627803	0	0	0	0	0	0	0	0	0	0
Q0130	0	0	0	0	0	0.00483091787439614	0.00966183574879227	0	0	0.0531400966183575	0.0531400966183575	0	0.00483091787439614	0	0	0	0	0.00966183574879227	0.00966183574879227	0.0386473429951691	0	0	0.0144927536231884	0	0	0	0.0386473429951691	0	0.0869565217391304	0.0483091787439614	0.0193236714975845	0.00966183574879227	0	0.00483091787439614	0.00483091787439614	0.0579710144927536	0.00483091787439614	0.00966183574879227	0.00483091787439614	0.0676328502415459	0.0289855072463768	0	0	0	0.0434782608695652	0	0	0	0.0144927536231884	0.00966183574879227	0	0	0	0.00483091787439614	0.00483091787439614	0	0.0338164251207729	0	0	0	0.0386473429951691	0.0193236714975845	0.0144927536231884	0.0386473429951691	0.0338164251207729	0	0.00483091787439614	0.0386473429951691	0.00483091787439614	0.0289855072463768	0	0	0	0	0	0	0	0.0193236714975845	0.00483091787439614	0	0	0	0	0.00966183574879227	0.00483091787439614	0	0.00483091787439614	0	0	0	0	0	0.00483091787439614	0.00966183574879227	0.00966183574879227	0.00483091787439614	0	0	0	0.00966183574879227
Q0250	0	0	0	0	0	0.0259365994236311	0.389048991354467	0.0201729106628242	0	0.00576368876080692	0.00864553314121038	0.0172910662824208	0.0403458213256484	0	0	0	0	0.0403458213256484	0.0288184438040346	0	0.0288184438040346	0	0	0	0.0201729106628242	0	0.00576368876080692	0	0	0	0	0	0.00864553314121038	0	0	0	0.0230547550432277	0.0201729106628242	0	0.00288184438040346	0.0345821325648415	0.00576368876080692	0.0259365994236311	0.0576368876080692	0	0.00864553314121038	0	0.00288184438040346	0	0.00288184438040346	0	0	0	0	0.031700288184438	0	0	0	0.0778097982708934	0	0	0.0144092219020173	0.00576368876080692	0	0	0.00288184438040346	0	0	0.0144092219020173	0.00288184438040346	0	0	0	0	0	0	0	0	0.00288184438040346	0	0	0	0	0	0	0	0.00576368876080692	0	0	0	0.00864553314121038	0	0	0	0	0.00864553314121038	0	0	0	0
Q0275	0	0.0128205128205128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0512820512820513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0384615384615385	0.0384615384615385	0	0	0.0512820512820513	0	0	0.128205128205128	0.0256410256410256	0.0128205128205128	0.0384615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0512820512820513	0	0.205128205128205	0	0.192307692307692	0	0.115384615384615	0	0.0128205128205128	0	0	0	0	0.0256410256410256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YAL003W	0.000230414746543779	0	0	0.000230414746543779	0	0	0.00161290322580645	0.000460829493087558	0	0.000230414746543779	0.00230414746543779	0.00645161290322581	0.00115207373271889	0.000230414746543779	0.00184331797235023	0.00368663594470046	0.00184331797235023	0	0.00414746543778802	0.00161290322580645	0.00138248847926267	0.00184331797235023	0	0	0.00253456221198157	0.0794930875576037	0.138709677419355	0.143548387096774	0.347004608294931	0.00898617511520737	0.017741935483871	0.00414746543778802	0.000921658986175115	0.00345622119815668	0	0.00645161290322581	0.00138248847926267	0.00714285714285714	0.00299539170506912	0.000230414746543779	0.00368663594470046	0.0043778801843318	0.000230414746543779	0	0.00391705069124424	0.000460829493087558	0.0105990783410138	0.00829493087557604	0.00207373271889401	0.000921658986175115	0.00783410138248848	0.0221198156682028	0.00460829493087558	0.00276497695852535	0.000691244239631336	0.0158986175115207	0.0032258064516129	0	0.0112903225806452	0.0126728110599078	0.00483870967741936	0.00368663594470046	0	0.000691244239631336	0.00161290322580645	0	0.000921658986175115	0.00161290322580645	0.00345622119815668	0.00115207373271889	0.00345622119815668	0.000460829493087558	0.00414746543778802	0	0.00230414746543779	0.00783410138248848	0.000230414746543779	0.000921658986175115	0.00184331797235023	0.00460829493087558	0	0.00552995391705069	0	0.00552995391705069	0	0.00115207373271889	0	0.000691244239631336	0.000691244239631336	0.000460829493087558	0.00529953917050691	0.00852534562211982	0.0101382488479263	0.00599078341013825	0.00138248847926267	0.00115207373271889	0	0	0	0
YAL012W	0	0.01171875	0	0	0.07421875	0.0078125	0.0078125	0.03515625	0	0	0	0	0.00390625	0.0078125	0	0	0.00390625	0.05078125	0	0.03515625	0	0.0078125	0	0	0	0.00390625	0	0.0390625	0.10546875	0.0234375	0	0	0	0	0	0.0078125	0.01953125	0.01953125	0	0	0	0	0.0234375	0.03125	0.0703125	0	0.00390625	0.03125	0.0078125	0.0234375	0	0.00390625	0	0	0	0.0234375	0.0078125	0.12109375	0	0	0.00390625	0	0	0	0	0	0	0	0.0078125	0.0390625	0.00390625	0.00390625	0	0	0.00390625	0	0.0234375	0.078125	0.01171875	0.01171875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YAL016W	0	0	0.015625	0	0	0	0	0	0	0	0.109375	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0.125	0	0	0	0.015625	0.234375	0.015625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0	0	0.015625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015625	0.0625	0.203125	0	0.015625	0.015625	0	0	0	0	0	0	0	0	0	0	0	0	0
